Distance
150.06
169.94
143.32999999999998
99.10999999999999
176.74
129.10999999999999
170.29000000000002
139.85
232.14
199.68
163.57
125.59
122.85000000000001
122.38000000000001
134.21
150.06
215.9
99.10999999999999
160.63
170.64
210.85
190.62
170.81
195.04
129.07
132.7
129.19
207.92
164.32
175.09
179.2
182.74
183.6
190.8
156.47
136.88
139.85
143.20000000000002
178.14
138.63
112.94
173.37
204.37
190.07000000000002
125.59
124.93
132.7
129.19
122.85000000000001
118.9
124.38
89.52
187.3
158.39999999999998
154.26
143.92999999999998
201.57000000000002
135.41
140.37
212.98
171.41
187.86999999999998
