Duration (hours)
15.01
16.99
19.95
17.51
22.79
23.21
18.52
16.06
17.48
16.95
16.45
14.84
17.67
17.86
20.23
19.22
17.4
18.26
20.6
19.46
17.26
15.11
19.87
17.2
16.06
16.19
17.06
21.08
15.94
18.92
18.14
22.9
23.58
19.98
23.58
20.16
21.4
21.44
20.74
20.24
20.83
22.19
27.13
23.03
19.98
23.65
23.25
27.8
23.83
25.38
25.2
24.13
23.37
24.27
24.3
29.26
25.04
26.53
26.23
24.91
24.03
25.05
23.49
19.18
20.33
21.18
20.06
19.06
18.44
19.19
19.93
17.62
17.79
18.58
18.01
18.06
17.72
20.28
20.14
19.34
18.81
19.44
15.34
15.66
14.89
15.0
14.4
13.92
16.0
15.94
15.96
14.96
15.89
20.73
25.67
21.58
18.54
18.53
19.06
18.66
23.21
19.25
20.8
21.62
20.61
19.54
18.78
19.68
19.97
24.92
20.7
22.2
23.04
21.89
20.58
19.69
20.71
16.36
17.51
18.35
17.23
16.24
15.62
21.19
18.88
19.05
19.83
19.26
19.32
17.22
18.05
17.08
16.27
15.74
16.38
17.55
17.87
17.09
17.21
19.18
17.98
18.23
17.49
17.14
17.07
17.09
16.8
16.56
16.92
17.42
21.97
19.55
18.43
17.54
22.5
19.77
18.28
18.64
14.34
15.49
16.33
15.21
14.22
13.6
20.51
18.2
18.37
19.16
18.59
18.64
18.3
16.09
15.26
15.27
14.5
14.61
14.86
13.88
11.83
18.77
23.72
19.5
21.0
20.7
19.38
18.49
19.51
22.66
18.36
19.51
20.35
19.23
18.24
17.61
24.14
21.83
22.0
22.78
22.22
22.27
19.62
19.48
18.67
18.15
18.78
20.26
20.58
19.8
19.91
19.54
20.74
20.25
19.63
19.57
19.58
18.93
18.68
18.78
22.91
18.61
19.76
20.6
19.48
18.49
17.87
24.79
22.48
22.65
23.44
22.87
22.92
20.02
19.89
19.08
18.55
19.19
20.6
20.92
20.15
20.26
19.89
21.11
20.62
19.86
19.8
19.81
18.9
18.66
18.64
20.1
17.96
18.75
18.23
16.07
15.11
15.48
15.8
17.18
15.99
16.23
14.7
19.73
20.56
19.59
18.79
18.26
16.51
16.83
16.17
17.53
16.34
16.58
15.85
17.02
16.96
16.82
15.96
16.28
15.5
15.62
16.45
15.96
15.38
15.32
15.34
14.94
15.02
13.53
13.32
12.49
25.36
22.21
21.06
23.58
23.68
21.53
21.26
24.34
27.9
25.51
25.39
26.66
25.8
23.49
24.45
23.88
23.93
23.59
20.94
20.1
21.5
20.72
20.84
20.46
20.42
19.58
19.82
21.69
20.85
18.79
18.01
18.13
17.75
18.94
18.53
19.44
20.41
16.02
15.41
16.38
21.82
25.78
24.05
20.89
19.75
23.21
23.32
20.92
20.07
25.35
22.2
21.05
24.92
25.02
22.32
21.1
22.97
20.66
20.83
21.62
21.05
21.1
20.76
18.12
17.28
18.67
17.9
18.01
17.64
18.37
17.59
17.01
16.76
17.0
22.95
22.11
20.04
19.27
19.38
19.01
19.07
20.19
20.03
19.79
20.7
17.35
16.79
17.56
18.23
17.61
18.59
17.66
18.19
18.64
18.74
15.62
14.74
18.33
19.11
24.15
21.0
19.85
23.72
23.82
21.13
24.97
22.66
23.62
23.05
23.1
22.76
20.12
19.28
20.67
19.9
20.01
19.63
20.37
19.59
18.76
19.0
25.9
25.06
22.99
22.22
22.33
21.96
22.02
23.14
22.74
23.65
19.75
20.93
20.32
21.3
20.31
25.22
22.91
23.87
23.3
23.35
23.02
20.37
19.53
20.92
20.15
20.26
19.89
20.62
19.84
19.01
19.25
26.55
25.71
23.65
22.87
22.99
22.61
22.67
23.8
23.39
24.3
20.15
21.28
20.67
21.65
20.29
21.86
21.72
20.91
20.39
21.02
18.64
18.96
18.18
18.29
17.92
18.47
17.98
19.15
19.09
19.1
18.95
18.7
19.61
16.41
15.64
15.75
15.37
16.09
15.47
14.82
15.15
15.5
16.21
16.14
16.16
15.79
15.55
16.52
17.54
16.51
17.62
15.29
16.08
15.51
20.9
20.12
20.24
19.86
20.58
19.95
19.31
19.64
16.53
17.24
17.17
17.19
16.82
16.57
17.55
17.89
16.86
17.97
17.55
18.34
18.2
16.64
16.03
17.0
16.32
12.86
13.08
13.88
13.53
13.27
23.62
20.79
21.57
22.79
23.04
21.99
19.32
18.7
19.68
20.33
