Duration (hours)
14.77
17.09
15.46
9.91
17.67
14.85
16.42
21.04
12.91
18.08
17.03
13.69
12.56
12.28
15.29
13.52
9.91
21.57
19.5
19.48
14.98
21.39
12.91
12.59
13.27
12.92
11.89
17.45
14.77
15.46
14.52
14.33
13.52
9.91
17.67
17.45
18.24
14.85
17.43
16.42
18.92
12.91
11.72
13.34
13.69
13.98
21.93
16.11
17.87
17.81
15.96
11.29
17.49
12.91
12.34
12.59
12.56
13.25
13.27
12.92
12.28
11.89
18.56
15.03
20.16
17.22
20.01
20.72
15.45
13.54
18.1
16.16
21.63
