Demand
93.0
76.0
97.0
82.0
97.0
86.0
82.0
86.0
91.0
95.0
79.0
86.0
82.0
82.0
79.0
86.0
72.0
87.0
87.0
72.0
85.0
83.0
83.0
100.0
74.0
72.0
72.0
77.0
81.0
72.0
94.0
94.0
79.0
92.0
76.0
83.0
81.0
72.0
75.0
75.0
72.0
90.0
72.0
77.0
81.0
72.0
79.0
75.0
79.0
84.0
88.0
72.0
79.0
75.0
98.0
83.0
83.0
96.0
80.0
87.0
83.0
83.0
92.0
96.0
80.0
87.0
83.0
72.0
90.0
72.0
77.0
81.0
72.0
72.0
90.0
72.0
77.0
81.0
72.0
87.0
83.0
87.0
92.0
96.0
80.0
87.0
94.0
72.0
76.0
81.0
85.0
76.0
90.0
94.0
99.0
87.0
94.0
72.0
77.0
81.0
72.0
81.0
85.0
76.0
90.0
74.0
81.0
78.0
85.0
72.0
72.0
85.0
76.0
72.0
76.0
72.0
81.0
85.0
76.0
74.0
79.0
72.0
72.0
81.0
85.0
76.0
79.0
100.0
96.0
93.0
100.0
93.0
100.0
97.0
93.0
100.0
96.0
79.0
100.0
73.0
77.0
100.0
100.0
73.0
77.0
96.0
100.0
83.0
74.0
79.0
83.0
88.0
92.0
76.0
83.0
74.0
79.0
74.0
72.0
77.0
81.0
72.0
73.0
77.0
77.0
81.0
72.0
86.0
77.0
74.0
81.0
97.0
97.0
97.0
97.0
86.0
90.0
90.0
95.0
86.0
90.0
86.0
90.0
95.0
99.0
90.0
86.0
98.0
98.0
86.0
90.0
83.0
90.0
86.0
90.0
95.0
99.0
83.0
90.0
98.0
94.0
90.0
99.0
87.0
94.0
90.0
94.0
90.0
94.0
99.0
87.0
94.0
75.0
97.0
79.0
72.0
90.0
79.0
97.0
75.0
79.0
84.0
88.0
79.0
94.0
90.0
94.0
99.0
94.0
83.0
88.0
92.0
83.0
97.0
94.0
79.0
88.0
88.0
92.0
76.0
83.0
97.0
88.0
92.0
76.0
75.0
90.0
79.0
97.0
79.0
84.0
90.0
79.0
97.0
75.0
79.0
84.0
88.0
72.0
79.0
94.0
90.0
94.0
99.0
87.0
94.0
79.0
83.0
88.0
92.0
76.0
83.0
97.0
94.0
79.0
84.0
88.0
79.0
88.0
92.0
76.0
83.0
97.0
88.0
85.0
92.0
76.0
75.0
72.0
79.0
73.0
72.0
86.0
73.0
77.0
82.0
86.0
91.0
95.0
79.0
86.0
73.0
73.0
77.0
82.0
76.0
72.0
79.0
81.0
86.0
90.0
95.0
99.0
83.0
90.0
73.0
77.0
77.0
81.0
72.0
86.0
77.0
74.0
81.0
86.0
91.0
95.0
79.0
86.0
95.0
99.0
83.0
90.0
88.0
95.0
92.0
83.0
73.0
77.0
82.0
73.0
77.0
86.0
77.0
74.0
81.0
79.0
86.0
74.0
93.0
97.0
90.0
97.0
93.0
97.0
97.0
94.0
97.0
79.0
97.0
95.0
99.0
82.0
79.0
97.0
86.0
82.0
86.0
91.0
95.0
86.0
95.0
99.0
83.0
90.0
95.0
99.0
83.0
86.0
82.0
91.0
95.0
79.0
86.0
71.0
75.0
80.0
84.0
75.0
71.0
76.0
80.0
71.0
89.0
73.0
77.0
86.0
71.0
80.0
75.0
76.0
80.0
71.0
73.0
86.0
95.0
83.0
90.0
91.0
95.0
79.0
86.0
88.0
92.0
93.0
90.0
75.0
80.0
84.0
75.0
72.0
93.0
77.0
81.0
86.0
89.0
73.0
77.0
77.0
86.0
94.0
94.0
86.0
82.0
79.0
86.0
97.0
94.0
86.0
90.0
95.0
99.0
83.0
90.0
86.0
91.0
95.0
79.0
86.0
83.0
88.0
95.0
92.0
99.0
83.0
86.0
83.0
79.0
86.0
98.0
94.0
90.0
95.0
99.0
83.0
90.0
99.0
87.0
94.0
92.0
96.0
95.0
99.0
83.0
90.0
88.0
95.0
92.0
99.0
83.0
92.0
92.0
96.0
83.0
90.0
95.0
99.0
99.0
94.0
86.0
75.0
72.0
80.0
84.0
75.0
77.0
81.0
72.0
90.0
86.0
90.0
95.0
99.0
83.0
90.0
84.0
88.0
72.0
92.0
97.0
94.0
77.0
88.0
92.0
76.0
86.0
75.0
72.0
80.0
75.0
77.0
81.0
72.0
90.0
86.0
90.0
95.0
99.0
83.0
90.0
97.0
97.0
84.0
88.0
92.0
97.0
94.0
77.0
88.0
92.0
76.0
82.0
73.0
78.0
82.0
87.0
75.0
82.0
73.0
78.0
97.0
75.0
79.0
84.0
88.0
72.0
79.0
93.0
97.0
90.0
97.0
75.0
80.0
84.0
75.0
84.0
88.0
72.0
79.0
93.0
77.0
84.0
81.0
88.0
72.0
82.0
86.0
91.0
95.0
79.0
86.0
73.0
73.0
77.0
82.0
73.0
77.0
82.0
87.0
91.0
75.0
82.0
91.0
95.0
79.0
86.0
100.0
84.0
88.0
73.0
78.0
73.0
82.0
75.0
82.0
75.0
72.0
75.0
77.0
82.0
86.0
91.0
95.0
79.0
86.0
73.0
73.0
77.0
82.0
73.0
87.0
91.0
75.0
82.0
91.0
95.0
79.0
86.0
100.0
84.0
88.0
73.0
78.0
82.0
75.0
97.0
94.0
79.0
84.0
88.0
72.0
79.0
88.0
92.0
76.0
83.0
97.0
81.0
85.0
90.0
97.0
94.0
99.0
84.0
88.0
72.0
79.0
93.0
77.0
84.0
81.0
72.0
81.0
90.0
86.0
91.0
95.0
79.0
86.0
95.0
99.0
83.0
90.0
88.0
95.0
92.0
99.0
83.0
73.0
77.0
82.0
73.0
77.0
86.0
77.0
74.0
81.0
79.0
86.0
74.0
91.0
95.0
79.0
86.0
100.0
84.0
91.0
88.0
95.0
79.0
88.0
95.0
92.0
99.0
83.0
97.0
88.0
92.0
82.0
73.0
77.0
75.0
82.0
79.0
86.0
74.0
79.0
100.0
100.0
100.0
97.0
97.0
100.0
100.0
100.0
97.0
97.0
100.0
89.0
85.0
89.0
94.0
98.0
89.0
98.0
93.0
98.0
100.0
97.0
93.0
98.0
89.0
98.0
98.0
93.0
98.0
95.0
86.0
93.0
97.0
90.0
98.0
93.0
98.0
86.0
99.0
90.0
95.0
99.0
100.0
97.0
97.0
93.0
89.0
93.0
98.0
86.0
93.0
93.0
97.0
90.0
97.0
93.0
98.0
93.0
90.0
97.0
95.0
99.0
90.0
93.0
97.0
90.0
97.0
93.0
98.0
86.0
93.0
90.0
97.0
95.0
99.0
90.0
97.0
90.0
97.0
94.0
99.0
94.0
90.0
97.0
95.0
99.0
90.0
99.0
94.0
99.0
93.0
89.0
93.0
98.0
86.0
93.0
93.0
97.0
90.0
97.0
93.0
98.0
86.0
93.0
90.0
97.0
95.0
99.0
90.0
93.0
97.0
90.0
97.0
93.0
98.0
86.0
93.0
90.0
97.0
95.0
99.0
90.0
97.0
90.0
97.0
94.0
99.0
94.0
90.0
97.0
95.0
99.0
90.0
99.0
94.0
99.0
93.0
89.0
93.0
98.0
86.0
93.0
100.0
96.0
100.0
93.0
100.0
78.0
91.0
96.0
87.0
84.0
91.0
75.0
97.0
90.0
95.0
100.0
97.0
91.0
95.0
79.0
100.0
97.0
90.0
87.0
91.0
75.0
82.0
84.0
93.0
80.0
84.0
84.0
94.0
94.0
99.0
97.0
91.0
79.0
86.0
100.0
84.0
91.0
88.0
79.0
88.0
92.0
97.0
84.0
93.0
97.0
100.0
96.0
100.0
100.0
97.0
100.0
97.0
100.0
100.0
97.0
97.0
97.0
97.0
100.0
96.0
100.0
100.0
100.0
97.0
100.0
97.0
100.0
93.0
100.0
97.0
97.0
97.0
97.0
100.0
96.0
100.0
93.0
100.0
94.0
98.0
93.0
82.0
89.0
91.0
87.0
91.0
98.0
86.0
100.0
97.0
97.0
98.0
98.0
86.0
91.0
95.0
91.0
90.0
99.0
86.0
95.0
99.0
97.0
100.0
97.0
100.0
97.0
93.0
89.0
98.0
93.0
98.0
95.0
86.0
90.0
99.0
90.0
99.0
97.0
93.0
90.0
97.0
99.0
90.0
98.0
86.0
93.0
98.0
95.0
86.0
99.0
90.0
95.0
99.0
97.0
90.0
94.0
99.0
99.0
90.0
95.0
99.0
99.0
100.0
97.0
93.0
98.0
89.0
98.0
98.0
93.0
98.0
95.0
86.0
90.0
99.0
90.0
99.0
97.0
93.0
90.0
97.0
99.0
90.0
98.0
86.0
93.0
98.0
95.0
86.0
95.0
99.0
90.0
95.0
99.0
97.0
90.0
94.0
99.0
99.0
90.0
95.0
99.0
99.0
98.0
86.0
93.0
98.0
86.0
83.0
87.0
71.0
78.0
80.0
76.0
98.0
86.0
93.0
90.0
95.0
99.0
86.0
91.0
95.0
93.0
100.0
97.0
87.0
75.0
82.0
96.0
80.0
87.0
84.0
75.0
84.0
93.0
98.0
80.0
84.0
89.0
80.0
90.0
99.0
90.0
95.0
99.0
93.0
75.0
96.0
80.0
84.0
84.0
98.0
89.0
95.0
99.0
97.0
97.0
100.0
84.0
91.0
88.0
93.0
100.0
84.0
88.0
97.0
88.0
93.0
84.0
93.0
100.0
96.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
96.0
96.0
93.0
100.0
98.0
93.0
89.0
96.0
94.0
98.0
89.0
98.0
93.0
98.0
93.0
100.0
93.0
97.0
93.0
98.0
97.0
93.0
100.0
100.0
96.0
96.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
100.0
93.0
98.0
89.0
98.0
98.0
93.0
98.0
