Route Number,Sailed
492,1.0
600,2.0
755,1.0
1092,1.0
1100,1.0
1682,1.0
2542,2.0
3225,1.0
3777,1.0
3778,1.0
3929,1.0
4013,1.0
4040,1.0
4676,1.0
5686,1.0
7948,2.0
8188,1.0
