Route Number,Sailed
3,3.0
19,2.0
20,1.0
21,2.0
191,1.0
317,1.0
320,1.0
1059,2.0
6034,1.0
6127,2.0
11642,1.0
11646,1.0
12305,1.0
15246,2.0
21866,1.0
