Route Number,Sailed
510,2.0
546,1.0
803,2.0
804,1.0
827,1.0
1102,2.0
1104,1.0
1524,2.0
1525,1.0
1644,2.0
1761,1.0
2586,1.0
3413,1.0
5434,1.0
5614,1.0
6291,1.0
