MON,APT,MON
MON,ASL,MON
MON,DAB,MON
MON,DSA,MON
MON,DSS,MON
MON,GFAGFB,MON
MON,GFC,MON
MON,KVB,MON
MON,MID,MON
MON,NLN,MON
MON,OSC,MON
MON,OSE,MON
MON,OSO,MON
MON,OSS,MON
MON,STA,MON
MON,STB,MON
MON,STC,MON
MON,TEN,MON
MON,TEQ,MON
MON,TRB,MON
MON,TRC,MON
MON,TRO,MON
MON,VAL,MON
MON,VFB,MON
MON,GFC,STC,TRO,MON
MON,GFC,STC,VAL,MON
MON,GFC,TEN,TEQ,MON
MON,GFC,TEN,TRB,MON
MON,GFC,TEN,TRC,MON
MON,GFC,TEN,TRO,MON
MON,GFC,TEN,VAL,MON
MON,GFC,TEN,VFB,MON
MON,GFC,TEQ,TRB,MON
MON,GFC,TEQ,TRC,MON
MON,GFC,TEQ,TRO,MON
MON,GFC,TEQ,VAL,MON
MON,GFC,TEQ,VFB,MON
MON,GFC,TRB,TRC,MON
MON,GFC,TRB,TRO,MON
MON,GFC,TRB,VAL,MON
MON,GFC,TRB,VFB,MON
MON,GFC,TRC,TRO,MON
MON,GFC,TRC,VAL,MON
MON,GFC,TRC,VFB,MON
MON,GFC,TRO,VAL,MON
MON,GFC,TRO,VFB,MON
MON,GFC,VAL,VFB,MON
MON,KVB,MID,NLN,MON
MON,KVB,MID,OSC,MON
MON,KVB,MID,OSE,MON
MON,KVB,MID,OSO,MON
MON,KVB,MID,OSS,MON
MON,KVB,MID,STA,MON
MON,KVB,MID,STB,MON
MON,KVB,MID,STC,MON
MON,KVB,MID,TEN,MON
MON,KVB,MID,TEQ,MON
MON,KVB,MID,TRB,MON
MON,KVB,MID,TRC,MON
MON,KVB,MID,TRO,MON
MON,KVB,MID,VAL,MON
MON,KVB,MID,VFB,MON
MON,KVB,NLN,OSC,MON
MON,KVB,NLN,OSO,MON
MON,KVB,NLN,OSS,MON
MON,KVB,NLN,STA,MON
MON,KVB,NLN,STB,MON
MON,KVB,NLN,STC,MON
MON,KVB,NLN,TEN,MON
MON,KVB,NLN,TEQ,MON
MON,KVB,NLN,TRB,MON
MON,KVB,NLN,TRC,MON
MON,KVB,NLN,TRO,MON
MON,KVB,NLN,VAL,MON
MON,KVB,NLN,VFB,MON
MON,KVB,OSC,OSE,MON
MON,KVB,OSC,OSO,MON
MON,KVB,OSC,OSS,MON
MON,KVB,OSC,STA,MON
MON,KVB,OSC,STB,MON
MON,KVB,OSC,STC,MON
MON,KVB,OSC,TEN,MON
MON,KVB,OSC,TEQ,MON
MON,KVB,OSC,TRB,MON
MON,KVB,OSC,TRC,MON
MON,KVB,OSC,TRO,MON
MON,KVB,OSC,VAL,MON
MON,KVB,OSC,VFB,MON
MON,KVB,OSE,OSO,MON
MON,KVB,OSE,OSS,MON
MON,KVB,OSE,TEN,MON
MON,KVB,OSE,TEQ,MON
MON,KVB,OSE,TRC,MON
MON,KVB,OSE,TRO,MON
MON,KVB,OSE,VAL,MON
MON,KVB,OSE,VFB,MON
MON,KVB,OSO,OSS,MON
MON,KVB,OSO,STA,MON
MON,KVB,OSO,STB,MON
MON,KVB,OSO,STC,MON
MON,KVB,OSO,TEN,MON
MON,KVB,OSO,TEQ,MON
MON,KVB,OSO,TRB,MON
MON,KVB,OSO,TRC,MON
MON,KVB,OSO,TRO,MON
MON,KVB,OSO,VAL,MON
MON,KVB,OSO,VFB,MON
MON,KVB,OSS,STA,MON
MON,KVB,OSS,STB,MON
MON,KVB,OSS,STC,MON
MON,KVB,OSS,TEN,MON
MON,KVB,OSS,TEQ,MON
MON,KVB,OSS,TRB,MON
MON,KVB,OSS,TRC,MON
MON,KVB,OSS,TRO,MON
MON,KVB,OSS,VAL,MON
MON,KVB,OSS,VFB,MON
MON,KVB,STA,STB,MON
MON,KVB,STA,STC,MON
MON,KVB,STA,TEN,MON
MON,KVB,STA,TEQ,MON
MON,KVB,STA,TRB,MON
MON,KVB,STA,TRC,MON
MON,KVB,STA,TRO,MON
MON,KVB,STA,VAL,MON
MON,KVB,STA,VFB,MON
MON,KVB,STB,TEN,MON
MON,KVB,STB,TEQ,MON
MON,KVB,STB,TRB,MON
MON,KVB,STB,TRC,MON
MON,KVB,STB,TRO,MON
MON,KVB,STB,VAL,MON
MON,KVB,STB,VFB,MON
MON,KVB,STC,TEN,MON
MON,KVB,STC,TEQ,MON
MON,KVB,STC,TRB,MON
MON,KVB,STC,TRC,MON
MON,KVB,STC,TRO,MON
MON,KVB,STC,VAL,MON
MON,KVB,STC,VFB,MON
MON,KVB,TEN,TEQ,MON
MON,KVB,TEN,TRB,MON
MON,KVB,TEN,TRC,MON
MON,KVB,TEN,TRO,MON
MON,KVB,TEN,VAL,MON
MON,KVB,TEN,VFB,MON
MON,KVB,TEQ,TRB,MON
MON,KVB,TEQ,TRC,MON
MON,KVB,TEQ,TRO,MON
MON,KVB,TEQ,VAL,MON
MON,KVB,TEQ,VFB,MON
MON,KVB,TRB,TRC,MON
MON,KVB,TRB,TRO,MON
MON,KVB,TRB,VAL,MON
MON,KVB,TRB,VFB,MON
MON,KVB,TRC,TRO,MON
MON,KVB,TRC,VAL,MON
MON,KVB,TRC,VFB,MON
MON,KVB,TRO,VAL,MON
MON,KVB,TRO,VFB,MON
MON,KVB,VAL,VFB,MON
MON,MID,NLN,OSC,MON
MON,MID,NLN,OSO,MON
MON,MID,NLN,OSS,MON
MON,MID,NLN,STA,MON
MON,MID,NLN,STB,MON
MON,MID,NLN,STC,MON
MON,MID,NLN,TEN,MON
MON,MID,NLN,TEQ,MON
MON,MID,NLN,TRB,MON
MON,MID,NLN,TRC,MON
MON,MID,NLN,TRO,MON
MON,MID,NLN,VAL,MON
MON,MID,NLN,VFB,MON
MON,MID,OSC,OSE,MON
MON,MID,OSC,OSO,MON
MON,MID,OSC,OSS,MON
MON,MID,OSC,STA,MON
MON,MID,OSC,STB,MON
MON,MID,OSC,STC,MON
MON,MID,OSC,TEN,MON
MON,MID,OSC,TEQ,MON
MON,MID,OSC,TRB,MON
MON,MID,OSC,TRC,MON
MON,MID,OSC,TRO,MON
MON,MID,OSC,VAL,MON
MON,MID,OSC,VFB,MON
MON,MID,OSE,OSO,MON
MON,MID,OSE,OSS,MON
MON,MID,OSE,TEN,MON
MON,MID,OSE,TEQ,MON
MON,MID,OSE,TRC,MON
MON,MID,OSE,TRO,MON
MON,MID,OSE,VAL,MON
MON,MID,OSE,VFB,MON
MON,MID,OSO,OSS,MON
MON,MID,OSO,STA,MON
MON,MID,OSO,STB,MON
MON,MID,OSO,STC,MON
MON,MID,OSO,TEN,MON
MON,MID,OSO,TEQ,MON
MON,MID,OSO,TRB,MON
MON,MID,OSO,TRC,MON
MON,MID,OSO,TRO,MON
MON,MID,OSO,VAL,MON
MON,MID,OSO,VFB,MON
MON,MID,OSS,STA,MON
MON,MID,OSS,STB,MON
MON,MID,OSS,STC,MON
MON,MID,OSS,TEN,MON
MON,MID,OSS,TEQ,MON
MON,MID,OSS,TRB,MON
MON,MID,OSS,TRC,MON
MON,MID,OSS,TRO,MON
MON,MID,OSS,VAL,MON
MON,MID,OSS,VFB,MON
MON,MID,STA,STB,MON
MON,MID,STA,STC,MON
MON,MID,STA,TEN,MON
MON,MID,STA,TEQ,MON
MON,MID,STA,TRB,MON
MON,MID,STA,TRC,MON
MON,MID,STA,TRO,MON
MON,MID,STA,VAL,MON
MON,MID,STA,VFB,MON
MON,MID,STB,TEN,MON
MON,MID,STB,TEQ,MON
MON,MID,STB,TRB,MON
MON,MID,STB,TRC,MON
MON,MID,STB,TRO,MON
MON,MID,STB,VAL,MON
MON,MID,STB,VFB,MON
MON,MID,STC,TEN,MON
MON,MID,STC,TEQ,MON
MON,MID,STC,TRB,MON
MON,MID,STC,TRC,MON
MON,MID,STC,TRO,MON
MON,MID,STC,VAL,MON
MON,MID,STC,VFB,MON
MON,MID,TEN,TEQ,MON
MON,MID,TEN,TRB,MON
MON,MID,TEN,TRC,MON
MON,MID,TEN,TRO,MON
MON,MID,TEN,VAL,MON
MON,MID,TEN,VFB,MON
MON,MID,TEQ,TRB,MON
MON,MID,TEQ,TRC,MON
MON,MID,TEQ,TRO,MON
MON,MID,TEQ,VAL,MON
MON,MID,TEQ,VFB,MON
MON,MID,TRB,TRC,MON
MON,MID,TRB,TRO,MON
MON,MID,TRB,VAL,MON
MON,MID,TRB,VFB,MON
MON,MID,TRC,TRO,MON
MON,MID,TRC,VAL,MON
MON,MID,TRC,VFB,MON
MON,MID,TRO,VAL,MON
MON,MID,TRO,VFB,MON
MON,MID,VAL,VFB,MON
MON,NLN,OSC,OSO,MON
MON,NLN,OSC,OSS,MON
MON,NLN,OSC,STA,MON
MON,NLN,OSC,TEN,MON
MON,NLN,OSC,TEQ,MON
MON,NLN,OSC,TRB,MON
MON,NLN,OSC,TRC,MON
MON,NLN,OSC,TRO,MON
MON,NLN,OSC,VAL,MON
MON,NLN,OSC,VFB,MON
MON,NLN,OSO,OSS,MON
MON,NLN,OSO,STA,MON
MON,NLN,OSO,STB,MON
MON,NLN,OSO,STC,MON
MON,NLN,OSO,TEN,MON
MON,NLN,OSO,TEQ,MON
MON,NLN,OSO,TRB,MON
MON,NLN,OSO,TRC,MON
MON,NLN,OSO,TRO,MON
MON,NLN,OSO,VAL,MON
MON,NLN,OSO,VFB,MON
MON,NLN,OSS,STA,MON
MON,NLN,OSS,TEN,MON
MON,NLN,OSS,TEQ,MON
MON,NLN,OSS,TRB,MON
MON,NLN,OSS,TRC,MON
MON,NLN,OSS,TRO,MON
MON,NLN,OSS,VAL,MON
MON,NLN,OSS,VFB,MON
MON,NLN,STA,TEN,MON
MON,NLN,STA,TEQ,MON
MON,NLN,STA,TRC,MON
MON,NLN,STA,TRO,MON
MON,NLN,STA,VAL,MON
MON,NLN,STA,VFB,MON
MON,NLN,STB,TRO,MON
MON,NLN,STB,VAL,MON
MON,NLN,STC,TRO,MON
MON,NLN,STC,VAL,MON
MON,NLN,TEN,TEQ,MON
MON,NLN,TEN,TRB,MON
MON,NLN,TEN,TRC,MON
MON,NLN,TEN,TRO,MON
MON,NLN,TEN,VAL,MON
MON,NLN,TEN,VFB,MON
MON,NLN,TEQ,TRB,MON
MON,NLN,TEQ,TRC,MON
MON,NLN,TEQ,TRO,MON
MON,NLN,TEQ,VAL,MON
MON,NLN,TEQ,VFB,MON
MON,NLN,TRB,TRC,MON
MON,NLN,TRB,TRO,MON
MON,NLN,TRB,VAL,MON
MON,NLN,TRB,VFB,MON
MON,NLN,TRC,TRO,MON
MON,NLN,TRC,VAL,MON
MON,NLN,TRC,VFB,MON
MON,NLN,TRO,VAL,MON
MON,NLN,TRO,VFB,MON
MON,NLN,VAL,VFB,MON
MON,OSC,OSE,OSO,MON
MON,OSC,OSE,TRO,MON
MON,OSC,OSE,VAL,MON
MON,OSC,OSO,OSS,MON
MON,OSC,OSO,STA,MON
MON,OSC,OSO,STB,MON
MON,OSC,OSO,STC,MON
MON,OSC,OSO,TEN,MON
MON,OSC,OSO,TEQ,MON
MON,OSC,OSO,TRB,MON
MON,OSC,OSO,TRC,MON
MON,OSC,OSO,TRO,MON
MON,OSC,OSO,VAL,MON
MON,OSC,OSO,VFB,MON
MON,OSC,OSS,STA,MON
MON,OSC,OSS,STB,MON
MON,OSC,OSS,STC,MON
MON,OSC,OSS,TEN,MON
MON,OSC,OSS,TEQ,MON
MON,OSC,OSS,TRB,MON
MON,OSC,OSS,TRC,MON
MON,OSC,OSS,TRO,MON
MON,OSC,OSS,VAL,MON
MON,OSC,OSS,VFB,MON
MON,OSC,STA,TEN,MON
MON,OSC,STA,TEQ,MON
MON,OSC,STA,TRB,MON
MON,OSC,STA,TRC,MON
MON,OSC,STA,TRO,MON
MON,OSC,STA,VAL,MON
MON,OSC,STA,VFB,MON
MON,OSC,STB,TEN,MON
MON,OSC,STB,TEQ,MON
MON,OSC,STB,TRB,MON
MON,OSC,STB,TRC,MON
MON,OSC,STB,TRO,MON
MON,OSC,STB,VAL,MON
MON,OSC,STB,VFB,MON
MON,OSC,STC,TEN,MON
MON,OSC,STC,TEQ,MON
MON,OSC,STC,TRB,MON
MON,OSC,STC,TRC,MON
MON,OSC,STC,TRO,MON
MON,OSC,STC,VAL,MON
MON,OSC,STC,VFB,MON
MON,OSC,TEN,TEQ,MON
MON,OSC,TEN,TRB,MON
MON,OSC,TEN,TRC,MON
MON,OSC,TEN,TRO,MON
MON,OSC,TEN,VAL,MON
MON,OSC,TEN,VFB,MON
MON,OSC,TEQ,TRB,MON
MON,OSC,TEQ,TRC,MON
MON,OSC,TEQ,TRO,MON
MON,OSC,TEQ,VAL,MON
MON,OSC,TEQ,VFB,MON
MON,OSC,TRB,TRC,MON
MON,OSC,TRB,TRO,MON
MON,OSC,TRB,VAL,MON
MON,OSC,TRB,VFB,MON
MON,OSC,TRC,TRO,MON
MON,OSC,TRC,VAL,MON
MON,OSC,TRC,VFB,MON
MON,OSC,TRO,VAL,MON
MON,OSC,TRO,VFB,MON
MON,OSC,VAL,VFB,MON
MON,OSE,OSO,OSS,MON
MON,OSE,OSO,TEN,MON
MON,OSE,OSO,TEQ,MON
MON,OSE,OSO,TRC,MON
MON,OSE,OSO,TRO,MON
MON,OSE,OSO,VAL,MON
MON,OSE,OSO,VFB,MON
MON,OSE,OSS,TRO,MON
MON,OSE,OSS,VAL,MON
MON,OSE,TEN,TRO,MON
MON,OSE,TEN,VAL,MON
MON,OSE,TEQ,TRO,MON
MON,OSE,TEQ,VAL,MON
MON,OSE,TRB,TRO,MON
MON,OSE,TRB,VAL,MON
MON,OSE,TRC,TRO,MON
MON,OSE,TRC,VAL,MON
MON,OSE,TRO,VAL,MON
MON,OSE,TRO,VFB,MON
MON,OSE,VAL,VFB,MON
MON,OSO,OSS,STA,MON
MON,OSO,OSS,STB,MON
MON,OSO,OSS,STC,MON
MON,OSO,OSS,TEN,MON
MON,OSO,OSS,TEQ,MON
MON,OSO,OSS,TRB,MON
MON,OSO,OSS,TRC,MON
MON,OSO,OSS,TRO,MON
MON,OSO,OSS,VAL,MON
MON,OSO,OSS,VFB,MON
MON,OSO,STA,STB,MON
MON,OSO,STA,STC,MON
MON,OSO,STA,TEN,MON
MON,OSO,STA,TEQ,MON
MON,OSO,STA,TRB,MON
MON,OSO,STA,TRC,MON
MON,OSO,STA,TRO,MON
MON,OSO,STA,VAL,MON
MON,OSO,STA,VFB,MON
MON,OSO,STB,TEN,MON
MON,OSO,STB,TEQ,MON
MON,OSO,STB,TRB,MON
MON,OSO,STB,TRC,MON
MON,OSO,STB,TRO,MON
MON,OSO,STB,VAL,MON
MON,OSO,STB,VFB,MON
MON,OSO,STC,TEN,MON
MON,OSO,STC,TEQ,MON
MON,OSO,STC,TRB,MON
MON,OSO,STC,TRC,MON
MON,OSO,STC,TRO,MON
MON,OSO,STC,VAL,MON
MON,OSO,STC,VFB,MON
MON,OSO,TEN,TEQ,MON
MON,OSO,TEN,TRB,MON
MON,OSO,TEN,TRC,MON
MON,OSO,TEN,TRO,MON
MON,OSO,TEN,VAL,MON
MON,OSO,TEN,VFB,MON
MON,OSO,TEQ,TRB,MON
MON,OSO,TEQ,TRC,MON
MON,OSO,TEQ,TRO,MON
MON,OSO,TEQ,VAL,MON
MON,OSO,TEQ,VFB,MON
MON,OSO,TRB,TRC,MON
MON,OSO,TRB,TRO,MON
MON,OSO,TRB,VAL,MON
MON,OSO,TRB,VFB,MON
MON,OSO,TRC,TRO,MON
MON,OSO,TRC,VAL,MON
MON,OSO,TRC,VFB,MON
MON,OSO,TRO,VAL,MON
MON,OSO,TRO,VFB,MON
MON,OSO,VAL,VFB,MON
MON,OSS,STA,TEN,MON
MON,OSS,STA,TEQ,MON
MON,OSS,STA,TRB,MON
MON,OSS,STA,TRC,MON
MON,OSS,STA,TRO,MON
MON,OSS,STA,VAL,MON
MON,OSS,STA,VFB,MON
MON,OSS,STB,TEN,MON
MON,OSS,STB,TEQ,MON
MON,OSS,STB,TRB,MON
MON,OSS,STB,TRC,MON
MON,OSS,STB,TRO,MON
MON,OSS,STB,VAL,MON
MON,OSS,STB,VFB,MON
MON,OSS,STC,TEN,MON
MON,OSS,STC,TEQ,MON
MON,OSS,STC,TRB,MON
MON,OSS,STC,TRC,MON
MON,OSS,STC,TRO,MON
MON,OSS,STC,VAL,MON
MON,OSS,STC,VFB,MON
MON,OSS,TEN,TEQ,MON
MON,OSS,TEN,TRB,MON
MON,OSS,TEN,TRC,MON
MON,OSS,TEN,TRO,MON
MON,OSS,TEN,VAL,MON
MON,OSS,TEN,VFB,MON
MON,OSS,TEQ,TRB,MON
MON,OSS,TEQ,TRC,MON
MON,OSS,TEQ,TRO,MON
MON,OSS,TEQ,VAL,MON
MON,OSS,TEQ,VFB,MON
MON,OSS,TRB,TRC,MON
MON,OSS,TRB,TRO,MON
MON,OSS,TRB,VAL,MON
MON,OSS,TRB,VFB,MON
MON,OSS,TRC,TRO,MON
MON,OSS,TRC,VAL,MON
MON,OSS,TRC,VFB,MON
MON,OSS,TRO,VAL,MON
MON,OSS,TRO,VFB,MON
MON,OSS,VAL,VFB,MON
MON,STA,STB,TRO,MON
MON,STA,STB,VAL,MON
MON,STA,STC,TRO,MON
MON,STA,STC,VAL,MON
MON,STA,TEN,TEQ,MON
MON,STA,TEN,TRB,MON
MON,STA,TEN,TRC,MON
MON,STA,TEN,TRO,MON
MON,STA,TEN,VAL,MON
MON,STA,TEN,VFB,MON
MON,STA,TEQ,TRB,MON
MON,STA,TEQ,TRC,MON
MON,STA,TEQ,TRO,MON
MON,STA,TEQ,VAL,MON
MON,STA,TEQ,VFB,MON
MON,STA,TRB,TRC,MON
MON,STA,TRB,TRO,MON
MON,STA,TRB,VAL,MON
MON,STA,TRB,VFB,MON
MON,STA,TRC,TRO,MON
MON,STA,TRC,VAL,MON
MON,STA,TRC,VFB,MON
MON,STA,TRO,VAL,MON
MON,STA,TRO,VFB,MON
MON,STA,VAL,VFB,MON
MON,STB,STC,TRO,MON
MON,STB,STC,VAL,MON
MON,STB,TEN,TEQ,MON
MON,STB,TEN,TRB,MON
MON,STB,TEN,TRC,MON
MON,STB,TEN,TRO,MON
MON,STB,TEN,VAL,MON
MON,STB,TEN,VFB,MON
MON,STB,TEQ,TRB,MON
MON,STB,TEQ,TRC,MON
MON,STB,TEQ,TRO,MON
MON,STB,TEQ,VAL,MON
MON,STB,TEQ,VFB,MON
MON,STB,TRB,TRC,MON
MON,STB,TRB,TRO,MON
MON,STB,TRB,VAL,MON
MON,STB,TRB,VFB,MON
MON,STB,TRC,TRO,MON
MON,STB,TRC,VAL,MON
MON,STB,TRC,VFB,MON
MON,STB,TRO,VAL,MON
MON,STB,TRO,VFB,MON
MON,STB,VAL,VFB,MON
MON,STC,TEN,TEQ,MON
MON,STC,TEN,TRB,MON
MON,STC,TEN,TRC,MON
MON,STC,TEN,TRO,MON
MON,STC,TEN,VAL,MON
MON,STC,TEN,VFB,MON
MON,STC,TEQ,TRB,MON
MON,STC,TEQ,TRC,MON
MON,STC,TEQ,TRO,MON
MON,STC,TEQ,VAL,MON
MON,STC,TEQ,VFB,MON
MON,STC,TRB,TRC,MON
MON,STC,TRB,TRO,MON
MON,STC,TRB,VAL,MON
MON,STC,TRB,VFB,MON
MON,STC,TRC,TRO,MON
MON,STC,TRC,VAL,MON
MON,STC,TRC,VFB,MON
MON,STC,TRO,VAL,MON
MON,STC,TRO,VFB,MON
MON,STC,VAL,VFB,MON
MON,TEN,TEQ,TRB,MON
MON,TEN,TEQ,TRC,MON
MON,TEN,TEQ,TRO,MON
MON,TEN,TEQ,VAL,MON
MON,TEN,TEQ,VFB,MON
MON,TEN,TRB,TRC,MON
MON,TEN,TRB,TRO,MON
MON,TEN,TRB,VAL,MON
MON,TEN,TRB,VFB,MON
MON,TEN,TRC,TRO,MON
MON,TEN,TRC,VAL,MON
MON,TEN,TRC,VFB,MON
MON,TEN,TRO,VAL,MON
MON,TEN,TRO,VFB,MON
MON,TEN,VAL,VFB,MON
MON,TEQ,TRB,TRC,MON
MON,TEQ,TRB,TRO,MON
MON,TEQ,TRB,VAL,MON
MON,TEQ,TRB,VFB,MON
MON,TEQ,TRC,TRO,MON
MON,TEQ,TRC,VAL,MON
MON,TEQ,TRC,VFB,MON
MON,TEQ,TRO,VAL,MON
MON,TEQ,TRO,VFB,MON
MON,TEQ,VAL,VFB,MON
MON,TRB,TRC,TRO,MON
MON,TRB,TRC,VAL,MON
MON,TRB,TRC,VFB,MON
MON,TRB,TRO,VAL,MON
MON,TRB,TRO,VFB,MON
MON,TRB,VAL,VFB,MON
MON,TRC,TRO,VAL,MON
MON,TRC,TRO,VFB,MON
MON,TRC,VAL,VFB,MON
MON,TRO,VAL,VFB,MON
MON,APT,ASL,KVB,TRO,MON
MON,APT,ASL,KVB,VAL,MON
MON,APT,ASL,MID,TRO,MON
MON,APT,ASL,MID,VAL,MON
MON,APT,ASL,OSO,TRO,MON
MON,APT,ASL,OSO,VAL,MON
MON,APT,ASL,TRO,VAL,MON
MON,APT,DSA,TRO,VAL,MON
MON,APT,DSS,TRO,VAL,MON
MON,APT,GFC,KVB,TRO,MON
MON,APT,GFC,KVB,VAL,MON
MON,APT,GFC,MID,TRO,MON
MON,APT,GFC,MID,VAL,MON
MON,APT,GFC,OSO,TRO,MON
MON,APT,GFC,OSO,VAL,MON
MON,APT,GFC,TRO,VAL,MON
MON,APT,KVB,MID,OSC,MON
MON,APT,KVB,MID,OSO,MON
MON,APT,KVB,MID,OSS,MON
MON,APT,KVB,MID,TEN,MON
MON,APT,KVB,MID,TEQ,MON
MON,APT,KVB,MID,TRB,MON
MON,APT,KVB,MID,TRC,MON
MON,APT,KVB,MID,TRO,MON
MON,APT,KVB,MID,VAL,MON
MON,APT,KVB,MID,VFB,MON
MON,APT,KVB,NLN,TRO,MON
MON,APT,KVB,NLN,VAL,MON
MON,APT,KVB,OSC,OSO,MON
MON,APT,KVB,OSC,OSS,MON
MON,APT,KVB,OSC,TEN,MON
MON,APT,KVB,OSC,TEQ,MON
MON,APT,KVB,OSC,TRC,MON
MON,APT,KVB,OSC,TRO,MON
MON,APT,KVB,OSC,VAL,MON
MON,APT,KVB,OSC,VFB,MON
MON,APT,KVB,OSO,OSS,MON
MON,APT,KVB,OSO,TEN,MON
MON,APT,KVB,OSO,TEQ,MON
MON,APT,KVB,OSO,TRB,MON
MON,APT,KVB,OSO,TRC,MON
MON,APT,KVB,OSO,TRO,MON
MON,APT,KVB,OSO,VAL,MON
MON,APT,KVB,OSO,VFB,MON
MON,APT,KVB,OSS,TEN,MON
MON,APT,KVB,OSS,TEQ,MON
MON,APT,KVB,OSS,TRC,MON
MON,APT,KVB,OSS,TRO,MON
MON,APT,KVB,OSS,VAL,MON
MON,APT,KVB,OSS,VFB,MON
MON,APT,KVB,STA,TRO,MON
MON,APT,KVB,STA,VAL,MON
MON,APT,KVB,TEN,TEQ,MON
MON,APT,KVB,TEN,TRC,MON
MON,APT,KVB,TEN,TRO,MON
MON,APT,KVB,TEN,VAL,MON
MON,APT,KVB,TEN,VFB,MON
MON,APT,KVB,TEQ,TRC,MON
MON,APT,KVB,TEQ,TRO,MON
MON,APT,KVB,TEQ,VAL,MON
MON,APT,KVB,TEQ,VFB,MON
MON,APT,KVB,TRB,TRO,MON
MON,APT,KVB,TRB,VAL,MON
MON,APT,KVB,TRC,TRO,MON
MON,APT,KVB,TRC,VAL,MON
MON,APT,KVB,TRC,VFB,MON
MON,APT,KVB,TRO,VAL,MON
MON,APT,KVB,TRO,VFB,MON
MON,APT,KVB,VAL,VFB,MON
MON,APT,MID,NLN,TRO,MON
MON,APT,MID,NLN,VAL,MON
MON,APT,MID,OSC,OSO,MON
MON,APT,MID,OSC,OSS,MON
MON,APT,MID,OSC,TEN,MON
MON,APT,MID,OSC,TEQ,MON
MON,APT,MID,OSC,TRC,MON
MON,APT,MID,OSC,TRO,MON
MON,APT,MID,OSC,VAL,MON
MON,APT,MID,OSC,VFB,MON
MON,APT,MID,OSO,OSS,MON
MON,APT,MID,OSO,TEN,MON
MON,APT,MID,OSO,TEQ,MON
MON,APT,MID,OSO,TRB,MON
MON,APT,MID,OSO,TRC,MON
MON,APT,MID,OSO,TRO,MON
MON,APT,MID,OSO,VAL,MON
MON,APT,MID,OSO,VFB,MON
MON,APT,MID,OSS,TEN,MON
MON,APT,MID,OSS,TEQ,MON
MON,APT,MID,OSS,TRC,MON
MON,APT,MID,OSS,TRO,MON
MON,APT,MID,OSS,VAL,MON
MON,APT,MID,OSS,VFB,MON
MON,APT,MID,STA,TRO,MON
MON,APT,MID,STA,VAL,MON
MON,APT,MID,TEN,TEQ,MON
MON,APT,MID,TEN,TRC,MON
MON,APT,MID,TEN,TRO,MON
MON,APT,MID,TEN,VAL,MON
MON,APT,MID,TEN,VFB,MON
MON,APT,MID,TEQ,TRC,MON
MON,APT,MID,TEQ,TRO,MON
MON,APT,MID,TEQ,VAL,MON
MON,APT,MID,TEQ,VFB,MON
MON,APT,MID,TRB,TRO,MON
MON,APT,MID,TRB,VAL,MON
MON,APT,MID,TRC,TRO,MON
MON,APT,MID,TRC,VAL,MON
MON,APT,MID,TRC,VFB,MON
MON,APT,MID,TRO,VAL,MON
MON,APT,MID,TRO,VFB,MON
MON,APT,MID,VAL,VFB,MON
MON,APT,NLN,OSO,TRO,MON
MON,APT,NLN,OSO,VAL,MON
MON,APT,NLN,TRO,VAL,MON
MON,APT,OSC,OSO,OSS,MON
MON,APT,OSC,OSO,TEN,MON
MON,APT,OSC,OSO,TEQ,MON
MON,APT,OSC,OSO,TRC,MON
MON,APT,OSC,OSO,TRO,MON
MON,APT,OSC,OSO,VAL,MON
MON,APT,OSC,OSO,VFB,MON
MON,APT,OSC,OSS,TRO,MON
MON,APT,OSC,OSS,VAL,MON
MON,APT,OSC,TEN,TRO,MON
MON,APT,OSC,TEN,VAL,MON
MON,APT,OSC,TEQ,TRO,MON
MON,APT,OSC,TEQ,VAL,MON
MON,APT,OSC,TRB,TRO,MON
MON,APT,OSC,TRB,VAL,MON
MON,APT,OSC,TRC,TRO,MON
MON,APT,OSC,TRC,VAL,MON
MON,APT,OSC,TRO,VAL,MON
MON,APT,OSC,TRO,VFB,MON
MON,APT,OSC,VAL,VFB,MON
MON,APT,OSO,OSS,TEN,MON
MON,APT,OSO,OSS,TEQ,MON
MON,APT,OSO,OSS,TRC,MON
MON,APT,OSO,OSS,TRO,MON
MON,APT,OSO,OSS,VAL,MON
MON,APT,OSO,OSS,VFB,MON
MON,APT,OSO,STA,TRO,MON
MON,APT,OSO,STA,VAL,MON
MON,APT,OSO,TEN,TEQ,MON
MON,APT,OSO,TEN,TRC,MON
MON,APT,OSO,TEN,TRO,MON
MON,APT,OSO,TEN,VAL,MON
MON,APT,OSO,TEN,VFB,MON
MON,APT,OSO,TEQ,TRC,MON
MON,APT,OSO,TEQ,TRO,MON
MON,APT,OSO,TEQ,VAL,MON
MON,APT,OSO,TEQ,VFB,MON
MON,APT,OSO,TRB,TRO,MON
MON,APT,OSO,TRB,VAL,MON
MON,APT,OSO,TRC,TRO,MON
MON,APT,OSO,TRC,VAL,MON
MON,APT,OSO,TRC,VFB,MON
MON,APT,OSO,TRO,VAL,MON
MON,APT,OSO,TRO,VFB,MON
MON,APT,OSO,VAL,VFB,MON
MON,APT,OSS,TEN,TRO,MON
MON,APT,OSS,TEN,VAL,MON
MON,APT,OSS,TEQ,TRO,MON
MON,APT,OSS,TEQ,VAL,MON
MON,APT,OSS,TRB,TRO,MON
MON,APT,OSS,TRB,VAL,MON
MON,APT,OSS,TRC,TRO,MON
MON,APT,OSS,TRC,VAL,MON
MON,APT,OSS,TRO,VAL,MON
