Route Number,Sailed
608,1.0
776,3.0
1311,2.0
1987,1.0
1993,1.0
3497,1.0
4535,1.0
4541,1.0
5058,1.0
6496,1.0
7716,1.0
8164,1.0
8634,1.0
8907,1.0
11159,1.0
18135,1.0
