Route Number,Sailed
1,2.0
2,1.0
13,2.0
25,2.0
28,2.0
30,1.0
68,1.0
77,1.0
79,1.0
87,2.0
112,1.0
141,2.0
144,1.0
217,1.0
221,1.0
