Route Number,Sailed
64,1.0
72,2.0
477,3.0
561,1.0
567,1.0
571,2.0
736,2.0
738,1.0
755,1.0
951,1.0
1005,1.0
1042,2.0
1410,1.0
1480,1.0
2492,1.0
