Hours
28.72
24.14
30.84
30.46
28.89
32.47
26.75
26.75
31.47
26.21
21.8
29.22
18.94
35.4
19.82
22.66
24.54
29.36
31.3
33.74
31.91
30.82
24.43
30.99
25.03
24.35
24.22
31.69
34.48
36.37
33.56
29.51
29.51
35.38
32.01
27.61
36.6
31.72
29.32
28.78
28.21
34.74
33.97
32.07
35.79
30.64
35.82
33.62
36.73
30.83
33.39
37.54
30.99
34.54
28.84
32.79
32.42
24.13
32.44
24.68
36.37
24.07
23.7
26.6
32.01
32.77
24.92
32.22
26.39
25.34
25.09
31.21
32.74
28.02
36.23
31.78
28.86
29.66
30.03
23.3
30.81
23.64
23.29
23.07
28.86
29.25
25.99
28.11
28.45
25.96
29.37
26.73
28.4
30.66
26.0
26.16
26.77
23.94
24.33
23.92
33.37
33.9
37.98
35.09
30.24
38.44
35.98
32.52
32.6
35.84
34.47
37.04
26.76
34.27
29.49
27.78
27.19
33.75
34.58
36.48
26.39
33.92
28.84
27.17
26.9
34.91
36.08
30.25
37.67
35.21
31.66
31.81
34.55
25.48
32.58
27.25
25.98
25.73
34.29
30.66
27.84
29.95
30.3
27.81
32.8
30.0
31.57
33.95
27.78
27.94
29.13
28.33
27.83
27.5
39.17
37.46
35.91
40.49
38.25
40.13
34.02
37.75
40.94
34.52
30.83
36.69
33.33
28.4
37.59
33.04
30.32
29.77
29.53
37.09
34.36
29.53
38.1
35.11
31.92
31.24
31.92
37.54
30.8
39.67
37.09
32.47
34.96
28.92
37.96
34.02
31.1
32.88
30.84
35.14
31.83
33.4
30.01
36.84
33.1
36.5
35.9
33.45
31.33
34.49
30.31
30.74
37.7
37.17
37.07
36.36
31.61
38.67
40.76
34.5
38.06
31.89
38.87
32.04
34.05
36.85
26.55
34.34
29.09
27.45
27.08
33.28
34.13
28.85
37.27
33.17
29.9
30.26
31.41
25.54
33.7
27.36
26.15
25.8
30.92
31.78
28.48
30.67
30.78
26.79
32.42
28.8
29.47
31.69
29.32
29.08
28.15
27.97
25.36
24.96
35.7
29.97
37.99
34.92
31.92
31.47
34.21
25.92
33.47
28.05
26.59
26.35
33.71
31.67
28.59
30.69
30.95
27.64
33.25
30.06
31.26
33.72
28.97
28.99
29.18
29.33
27.43
27.27
29.21
37.16
33.85
30.15
30.42
32.7
31.62
29.56
35.93
36.25
32.66
33.01
33.79
29.64
29.43
30.47
27.21
29.31
29.6
26.97
31.24
28.5
30.12
32.54
27.56
27.63
28.49
27.29
26.26
26.08
30.48
31.12
30.25
30.59
28.79
30.72
31.05
30.79
32.48
33.48
29.22
30.05
29.94
29.36
29.42
28.28
35.29
39.44
36.4
31.03
39.42
37.31
33.6
33.98
40.05
37.07
31.32
39.81
37.78
33.87
34.39
39.86
40.05
39.23
31.29
39.79
37.86
34.47
33.77
31.85
40.13
39.18
36.85
33.55
37.13
40.93
28.48
36.05
31.77
29.48
28.89
36.98
37.48
38.34
36.61
35.95
27.81
35.54
31.19
29.05
28.46
36.35
32.74
30.42
28.63
35.85
32.63
34.98
31.15
30.86
30.5
28.86
28.56
38.68
38.96
37.4
36.65
27.43
35.17
30.51
28.42
28.18
38.56
32.62
30.1
29.27
35.25
33.53
35.85
30.67
30.69
31.44
29.44
29.12
36.94
36.29
37.17
36.16
29.06
28.81
34.11
35.26
29.34
29.41
30.84
29.13
28.8
32.96
30.2
35.24
33.34
31.2
31.19
41.58
38.45
35.67
30.32
39.09
36.43
32.9
32.27
33.31
38.92
38.53
36.31
29.71
38.94
35.34
32.1
33.11
32.22
32.62
30.84
37.83
36.94
34.46
32.35
35.87
31.32
31.74
40.08
39.78
38.59
30.57
39.7
36.78
33.17
33.6
33.59
33.24
31.42
39.24
38.49
34.96
34.29
36.51
32.89
32.08
38.14
37.51
39.0
32.86
31.03
38.47
37.72
32.45
36.31
32.08
32.85
32.84
38.76
34.42
32.81
37.09
30.33
38.67
36.43
32.03
35.6
27.59
35.93
30.76
28.7
28.34
35.78
33.33
30.24
32.55
28.46
35.44
31.73
32.31
34.75
31.22
30.98
30.55
28.47
28.32
37.83
35.24
34.08
30.21
36.53
36.88
35.18
30.24
32.32
29.48
27.8
34.19
31.19
33.57
30.58
30.35
29.86
27.29
27.15
32.35
31.95
29.61
31.9
33.54
34.52
30.25
31.1
30.39
30.48
38.93
36.88
35.89
30.95
38.26
38.22
36.14
32.33
32.3
29.59
28.89
34.5
32.56
35.02
30.22
30.27
31.41
28.68
28.52
32.25
33.08
30.3
32.73
34.63
35.59
32.27
33.1
31.16
31.22
37.4
35.51
37.08
32.18
29.79
34.78
31.93
30.65
30.71
32.96
34.26
36.76
39.09
35.77
39.17
35.85
40.23
38.23
40.0
36.83
40.61
38.77
38.66
38.64
38.42
38.14
29.52
37.64
34.0
30.77
40.63
31.87
30.09
37.85
37.01
32.69
32.82
30.47
30.17
37.45
37.25
29.64
36.45
36.29
32.22
29.87
31.03
36.28
32.24
38.73
38.02
30.52
35.66
37.44
33.69
30.94
31.67
37.29
32.93
36.55
39.34
38.09
34.98
32.24
39.52
37.88
32.62
38.76
37.68
39.79
39.79
38.74
40.38
37.42
37.37
37.64
31.46
29.71
36.74
36.05
32.73
32.79
29.72
29.57
31.13
36.75
32.2
32.28
35.9
30.62
35.82
31.76
37.54
31.55
37.04
32.9
