Hours
35.6
32.48
30.47
36.41
35.18
33.18
33.18
33.51
36.97
37.78
39.74
40.5
37.43
42.61
41.73
37.52
43.52
33.0
37.93
40.62
35.0
35.73
36.34
37.91
37.2
33.42
36.34
38.42
32.95
41.22
38.3
37.76
38.63
36.79
38.64
35.07
35.21
38.8
38.4
41.71
34.85
40.59
35.42
41.9
37.18
41.64
41.26
38.79
43.97
38.24
44.22
41.38
46.7
41.2
46.77
40.68
44.64
43.54
38.33
44.22
44.29
43.72
49.85
43.67
38.21
35.24
38.16
40.33
33.89
42.15
39.82
38.51
39.39
38.21
39.63
36.43
36.56
41.63
39.33
43.53
35.56
41.29
36.14
42.6
38.12
38.48
40.92
42.49
37.44
42.81
38.21
39.74
34.63
42.61
44.87
38.02
43.76
40.02
45.08
41.43
38.65
39.27
38.69
39.9
45.94
37.95
41.76
38.82
43.02
38.89
42.99
35.97
41.53
36.1
42.53
38.6
43.39
48.59
40.74
42.06
41.4
39.03
44.91
44.43
50.55
44.38
44.83
44.53
44.37
50.01
39.5
43.6
38.39
43.82
41.45
35.57
43.54
38.72
44.45
41.0
46.12
42.38
39.42
40.02
40.1
40.9
46.91
38.65
42.5
39.53
43.78
39.83
44.82
36.69
42.23
36.81
43.23
39.55
44.09
49.47
41.45
42.76
43.13
38.74
44.11
41.11
42.73
46.2
43.07
39.13
40.71
45.71
42.81
46.58
43.9
45.28
38.85
42.65
39.46
43.65
40.15
46.21
49.72
41.94
43.21
44.09
49.22
41.68
42.68
48.82
39.69
45.11
43.74
47.29
44.02
41.7
46.75
43.76
46.28
40.16
44.41
41.09
42.65
43.91
45.21
42.39
43.39
49.63
43.37
44.36
46.43
45.9
43.84
49.46
46.91
44.55
