Distances
185.9375
205.36
177.59000000000003
242.9
226.76
206.82
250.32
202.7975
224.2375
197.8575
222.17749999999995
250.46
191.02
247.365
261.82
227.435
253.15666666666667
212.81
190.1125
237.9
237.1625
249.35
250.7075
252.75666666666663
220.7575
256.2033333333333
279.4275
226.47000000000003
206.62250000000003
239.7425
252.5875
251.0575
233.99
251.175
288.815
239.29
253.815
252.94
255.73333333333332
229.5225
259.04
281.555
250.81
257.0566666666666
280.0025
279.465
253.3025
290.9425
253.0425
260.0333333333333
282.235
281.5925
280.105
282.33750000000003
