Hours
35.6
32.48
36.34
36.79
35.18
33.18
36.97
37.78
40.68
37.43
41.73
43.52
38.16
38.21
40.62
35.73
37.91
41.11
38.21
44.87
43.76
38.69
38.82
38.89
35.21
38.4
41.9
41.4
38.79
43.97
44.22
44.83
43.54
44.22
49.85
44.45
40.1
39.53
39.83
36.56
39.33
42.6
39.46
40.15
43.21
42.53
44.91
50.55
40.16
41.09
43.91
43.23
43.84
44.55
