Route Number,Sailed
19,1.0
20,3.0
55,1.0
61,3.0
67,2.0
88,3.0
89,1.0
90,1.0
147,1.0
201,1.0
203,1.0
313,2.0
453,1.0
454,1.0
488,1.0
526,1.0
564,1.0
569,2.0
