Route Number,Sailed
13,2.0
18,2.0
19,1.0
20,1.0
245,2.0
452,1.0
1558,1.0
2588,1.0
2595,1.0
2645,1.0
3449,1.0
4897,2.0
4999,1.0
5000,1.0
5565,1.0
5741,1.0
