mj_route
209565.2
192709.6
233014.8
236534.8
216318.4
208445.2
224045.2
222934.8
225414.8
186954.8
202300.0
207660.0
197665.2
201965.2
192542.0
191420.0
194060.0
194712.8
190712.8
202300.0
194074.8
195672.8
192952.8
198709.6
193660.0
229565.2
198380.0
210854.8
220314.8
203645.2
225174.8
198940.0
202149.6
196949.6
198854.8
197412.8
200854.8
196620.0
234765.2
201820.0
213654.8
223274.8
205645.2
228454.8
205420.0
208629.6
203269.6
198774.8
197172.8
202534.8
214228.8
193918.4
186948.8
208318.4
183118.4
178318.4
181916.4
177998.4
185101.6
184158.4
195345.2
200365.2
189500.0
217725.2
221165.2
184225.2
190460.0
191420.0
202685.2
201894.8
203654.8
211905.2
211034.8
213034.8
216365.2
215414.8
217654.8
191580.0
190700.0
193909.6
192372.8
192292.8
217602.0
212067.2
240867.2
213682.0
224065.2
218387.2
237505.2
228082.0
216545.2
212945.2
215674.8
212785.2
218380.0
211340.0
216225.2
214312.8
237672.8
239025.2
275425.2
256714.8
249585.2
271034.8
244714.8
238954.8
243272.8
238474.8
246709.6
241029.6
246714.8
247585.2
287185.2
265994.8
257985.2
280874.8
251194.8
244474.8
249512.8
243754.8
253029.6
250629.6
254954.8
211987.2
251267.2
217682.0
229825.2
222467.2
244465.2
232402.0
218065.2
212945.2
216794.8
212625.2
220060.0
214140.0
219585.2
238612.4
205427.2
214062.0
223682.0
206212.4
228942.0
231027.2
231425.2
231105.2
201742.0
197182.0
200540.0
196862.0
203725.2
200845.2
203262.0
209027.2
195202.0
195502.0
231827.2
230225.2
233665.2
192542.0
191820.0
192622.0
206445.2
192542.0
213585.2
206867.2
227985.2
229522.0
204225.2
200465.2
203274.8
200305.2
206140.0
199100.0
204385.2
229025.2
228234.8
230074.8
197654.8
200634.8
231907.2
231425.2
232545.2
199805.2
227585.2
226554.8
228874.8
197094.8
233025.2
228385.2
231914.8
228065.2
234940.0
227580.0
233585.2
231194.8
226954.8
230152.8
226634.8
233109.6
225589.6
231354.8
235034.8
230074.8
233832.8
229754.8
237029.6
229989.6
235994.8
217254.8
189980.0
221254.8
197180.0
217972.8
191429.6
223254.8
199500.0
201734.8
208242.0
244642.0
218802.0
215914.8
210314.8
218722.0
258322.0
229202.0
224154.8
221754.8
185592.4
224872.4
203442.0
196072.4
218082.0
191682.0
186642.0
186242.0
193665.2
187745.2
193282.0
221817.6
188632.4
197267.2
212147.2
214232.4
214642.0
214322.0
183745.2
186467.2
226232.4
208227.2
207897.6
212787.2
249112.4
247522.0
250962.0
208227.2
209747.2
209025.2
209907.2
207902.0
223742.0
209827.2
194562.0
187832.4
208962.0
185122.0
181442.0
181282.0
187025.2
185282.0
191827.2
206625.2
252402.0
191425.2
193505.2
192394.8
193585.2
191340.0
221020.0
195665.2
210067.2
249992.4
249602.0
250722.0
185907.2
187027.2
186305.2
187107.2
217902.0
189667.2
271282.0
206305.2
210465.2
208234.8
210385.2
203740.0
240860.0
215745.2
201522.0
196882.0
196562.0
203425.2
196065.2
202082.0
201594.8
194074.8
205754.8
198634.8
189425.2
186874.8
188945.2
239740.0
212465.2
187434.8
189580.0
235580.0
211585.2
185994.8
187109.6
237429.6
210954.8
190700.0
237580.0
213825.2
250614.8
222860.0
208082.0
175682.0
204882.0
204874.8
220714.8
202712.8
194874.8
186392.8
223432.8
202872.8
193592.8
194392.8
212467.6
184712.8
175832.8
215192.8
212792.8
197202.0
236562.0
207762.0
205274.8
199434.8
238467.2
205282.0
213905.2
206067.2
228785.2
230882.0
201585.2
196945.2
200394.8
196705.2
203580.0
200700.0
203105.2
250482.0
232465.2
232067.2
237025.2
273362.0
232465.2
233985.2
233274.8
234145.2
232140.0
247980.0
233985.2
208162.0
207354.8
200314.8
214145.2
228874.8
213754.8
215834.8
214712.8
215914.8
213669.6
243349.6
217994.8
230945.2
270882.0
206785.2
207905.2
207274.8
207985.2
207580.0
238860.0
210545.2
229514.8
233674.8
231432.8
233594.8
226949.6
264069.6
238954.8
209914.8
202474.8
212312.8
204792.8
208552.8
201512.8
207354.8
204712.8
206874.8
203749.6
257669.6
230314.8
203192.8
196074.8
205269.6
251269.6
227274.8
203352.8
204387.6
254787.6
228232.8
206069.6
252949.6
229194.8
268612.8
240869.6
202949.6
200162.0
239442.0
210642.0
208234.8
202314.8
240467.2
207282.0
215905.2
208067.2
230785.2
232882.0
203665.2
199025.2
202474.8
198785.2
205580.0
202700.0
205105.2
255762.0
237665.2
237347.2
242225.2
278562.0
237665.2
239265.2
238554.8
239345.2
237340.0
253260.0
239265.2
211602.0
210794.8
203754.8
216945.2
231674.8
216554.8
218634.8
217512.8
218714.8
216469.6
246149.6
220714.8
232865.2
272882.0
208705.2
209825.2
209194.8
209985.2
209580.0
240780.0
212545.2
232794.8
236954.8
234712.8
236874.8
230229.6
267349.6
242154.8
216394.8
208954.8
218792.8
211272.8
214952.8
207912.8
207274.8
204712.8
206794.8
203669.6
257589.6
230314.8
202152.8
195114.8
204309.6
250309.6
226234.8
203112.8
204147.6
254467.6
227992.8
204869.6
251749.6
227994.8
268372.8
240709.6
205989.6
252876.4
213257.6
180072.4
188627.2
203587.2
205592.4
206002.0
205762.0
228152.4
210147.2
209817.6
214707.2
251032.4
249442.0
252882.0
210147.2
211667.2
210945.2
211827.2
209822.0
225662.0
211747.2
190082.0
183352.4
204562.0
180722.0
176962.0
176802.0
182625.2
180882.0
189107.2
203825.2
249682.0
188705.2
190785.2
189674.8
190865.2
218300.0
192865.2
205667.2
245672.4
245202.0
246402.0
213582.0
269762.0
204705.2
208865.2
206634.8
208865.2
202140.0
239260.0
214145.2
197362.0
192722.0
192482.0
199345.2
191905.2
197922.0
199674.8
192154.8
199674.8
192634.8
182465.2
179914.8
232860.0
205505.2
178954.8
227100.0
203105.2
178634.8
230069.6
203594.8
228860.0
205105.2
243814.8
216060.0
215817.6
197732.4
201992.4
202292.4
238617.6
237027.2
240467.2
197732.4
199332.4
198622.0
199412.4
199332.4
192547.2
194072.4
193842.0
194802.0
182802.0
234067.2
233345.2
235105.2
202765.2
187112.4
191362.0
183362.0
186962.0
186962.0
217265.2
191522.0
229657.6
229187.2
230387.2
254467.2
253505.2
255745.2
193662.0
191420.0
193582.0
224045.2
198862.0
194482.0
193522.0
196147.2
191507.2
195025.2
191267.2
198142.0
196707.2
195825.2
191585.2
194794.8
191345.2
197740.0
190220.0
195985.2
196945.2
191985.2
195754.8
191665.2
198940.0
191900.0
197905.2
216765.2
211485.2
214134.8
213405.2
199965.2
213027.2
206217.6
227427.2
228952.4
228722.0
229682.0
203587.2
199827.2
202625.2
199747.2
205502.0
198462.0
203747.2
191042.0
196542.0
242307.2
241585.2
243345.2
211005.2
189912.4
194242.0
186162.0
189762.0
189762.0
184625.2
220145.2
194322.0
205332.4
245337.6
244867.2
246067.2
252387.2
251345.2
253585.2
189260.0
221885.2
196782.0
226562.0
225682.0
228307.2
223667.2
227185.2
223347.2
230302.0
222862.0
228867.2
225985.2
221745.2
224954.8
221505.2
227900.0
220380.0
226145.2
230865.2
225905.2
229674.8
225585.2
232860.0
225820.0
231825.2
237245.2
209982.0
190060.0
238205.2
214142.0
236614.8
210140.0
240445.2
216702.0
218205.2
201805.2
192785.2
238642.0
178634.8
207260.0
195267.2
235272.4
234802.0
235922.0
203182.0
258482.0
193505.2
197665.2
195434.8
197585.2
190940.0
228060.0
202865.2
199682.0
195042.0
194722.0
201585.2
194225.2
200242.0
200634.8
193114.8
203034.8
195994.8
224140.0
196865.2
219820.0
195745.2
221749.6
195274.8
221820.0
197985.2
235014.8
207260.0
188794.8
209347.2
208945.2
210065.2
226225.2
225194.8
227434.8
195734.8
211665.2
207025.2
210474.8
206705.2
213580.0
206220.0
212225.2
210154.8
205914.8
209112.8
205674.8
212069.6
204549.6
210314.8
213354.8
208394.8
212072.8
208074.8
215349.6
208229.6
214314.8
200534.8
201974.8
199972.8
204214.8
177922.0
185825.2
193834.8
205754.8
208714.8
205912.8
210874.8
213189.6
185434.8
188714.8
225747.2
224705.2
227025.2
203602.0
202722.0
205347.2
200707.2
204225.2
200387.2
207342.0
199902.0
205907.2
204145.2
199905.2
203114.8
199665.2
206140.0
198620.0
204385.2
206785.2
201825.2
205514.8
201425.2
208700.0
201660.0
207745.2
225345.2
220705.2
224234.8
220465.2
227340.0
219900.0
225905.2
223594.8
219354.8
222552.8
219114.8
225589.6
217989.6
223834.8
227274.8
222394.8
226072.8
221994.8
229269.6
222229.6
228234.8
210214.8
213734.8
189660.0
210612.8
215814.8
192060.0
201754.8
194234.8
202314.8
195274.8
201825.2
199274.8
201345.2
198220.0
252140.0
224865.2
198794.8
191745.2
200940.0
246860.0
222865.2
198154.8
199189.6
249509.6
223034.8
201900.0
248700.0
224945.2
263094.8
235340.0
195740.0
205512.8
198472.8
201914.8
199352.8
201434.8
198309.6
252229.6
224954.8
199192.8
192154.8
201349.6
247349.6
223354.8
198312.8
199347.6
249747.6
223192.8
202389.6
249269.6
225514.8
263172.8
235429.6
195669.6
201994.8
199432.8
201514.8
198389.6
252309.6
225034.8
198632.8
191594.8
200789.6
246789.6
222714.8
198232.8
199267.6
249667.6
223112.8
201669.6
248549.6
224794.8
263252.8
235589.6
196229.6
89900.0
99094.8
90229.6
91332.8
99894.8
91109.6
92132.8
91574.8
98292.8
222562.0
219682.0
243442.0
259282.0
222322.0
253522.0
286154.8
222402.0
219522.0
253842.0
269682.0
226402.0
257602.0
287834.8
241512.4
241182.8
246072.4
241512.4
243112.4
242402.0
243192.4
241187.2
257107.2
243112.4
214402.0
207442.0
217352.4
