Route Number,Sailed
8,2.0
415,2.0
532,2.0
828,1.0
858,1.0
1360,1.0
1967,1.0
3033,2.0
3034,1.0
3311,1.0
5920,1.0
6160,3.0
6475,1.0
7049,1.0
