Route Number,Sailed
20,4.0
216,2.0
292,1.0
479,1.0
496,1.0
531,1.0
2229,2.0
3603,1.0
3608,1.0
5058,1.0
5061,1.0
7802,1.0
7806,1.0
16008,1.0
16586,1.0
