Hours
25.03
24.14
30.84
28.89
32.47
32.79
26.75
23.3
29.22
28.28
35.98
36.61
28.84
29.06
32.8
34.48
33.56
36.69
29.51
28.92
36.6
33.97
36.36
38.87
34.05
37.27
25.92
32.22
30.47
37.78
40.13
38.42
35.25
37.46
38.45
30.57
38.1
38.67
32.3
39.2
