Route Number,Sailed
18,3.0
19,3.0
38,1.0
188,2.0
210,1.0
342,2.0
355,1.0
358,1.0
1155,1.0
1224,1.0
2004,1.0
3954,1.0
4124,1.0
4223,1.0
