mj_route
156322.0
149706.4
114079.6
198709.6
152868.8
184158.4
164060.0
191580.0
92691.6
143101.6
202082.0
226562.0
134562.0
133602.0
132714.8
133276.4
184576.4
213854.8
181246.4
126882.8
181934.0
221294.0
199876.8
198996.8
133602.0
139841.6
200334.8
206822.0
188500.0
135453.6
149978.4
156322.0
149706.4
122711.2
114079.6
198709.6
152868.8
164382.0
164060.0
191580.0
169885.2
169574.8
92691.6
143101.6
192748.8
209228.8
202082.0
206267.6
157221.2
126882.8
217966.4
217852.8
202428.8
190775.2
193522.0
226562.0
134562.0
138880.0
135201.6
137770.0
129274.8
138960.0
132231.6
133602.0
139841.6
132714.8
144720.0
142391.6
128071.6
208185.2
209465.2
214745.2
229547.6
202298.8
203145.2
212861.2
174670.0
135453.6
209312.4
198134.4
200223.6
