Duration (hours)
4.17
3.47
5.56
4.03
4.03
9.34
1.94
1.94
3.98
2.5
5.0
3.96
9.51
3.26
3.75
1.53
7.64
9.72
8.2
8.2
13.51
6.11
6.11
8.15
6.67
9.17
8.13
13.68
7.43
7.92
5.69
9.03
7.5
7.5
12.81
5.42
5.42
7.45
5.97
8.47
7.43
12.99
6.74
7.22
5.0
9.58
9.58
7.5
7.5
9.54
8.06
10.56
9.51
8.82
9.31
7.08
8.06
13.37
5.97
5.97
8.01
6.53
9.03
7.99
13.54
7.29
7.78
5.56
13.37
5.97
5.97
8.01
6.53
9.03
7.99
13.54
7.29
7.78
5.56
11.29
11.29
13.32
11.84
13.3
12.61
13.09
10.87
3.89
5.93
4.44
6.95
5.9
11.46
5.21
5.69
3.47
5.93
4.44
6.95
5.9
11.46
5.21
5.69
3.47
6.48
8.98
7.94
13.5
7.25
7.73
5.51
7.5
6.46
12.01
5.76
6.25
4.03
8.96
8.26
8.75
6.53
13.47
7.22
7.71
5.49
12.78
13.26
11.04
7.01
4.79
5.28
13.2
11.67
11.67
9.58
9.58
11.62
10.14
12.64
11.6
10.9
11.39
9.17
13.75
13.75
11.67
11.67
13.71
12.22
13.68
12.99
13.47
11.25
12.22
10.14
10.14
12.18
10.7
13.2
12.15
11.46
11.95
9.72
10.14
10.14
12.18
10.7
13.2
12.15
11.46
11.95
9.72
8.06
10.09
8.61
11.11
10.07
9.38
9.86
7.64
10.09
8.61
11.11
10.07
9.38
9.86
7.64
10.65
13.15
12.11
11.41
11.9
9.68
11.67
10.63
9.93
10.42
8.2
13.13
12.43
12.92
10.7
11.39
11.88
9.65
11.18
8.96
9.45
13.06
13.06
10.97
10.97
13.01
11.53
12.99
12.29
12.78
10.56
11.53
9.45
9.45
11.48
10.0
12.5
11.46
10.76
11.25
9.03
9.45
9.45
11.48
10.0
12.5
11.46
10.76
11.25
9.03
7.36
9.4
7.92
10.42
9.38
8.68
9.17
6.95
9.4
7.92
10.42
9.38
8.68
9.17
6.95
9.95
12.46
11.41
10.72
11.21
8.98
10.97
9.93
9.24
9.72
7.5
12.43
11.74
12.22
10.0
10.7
11.18
8.96
10.49
8.26
8.75
13.61
11.53
11.53
13.57
12.08
13.54
12.85
13.33
11.11
11.53
11.53
13.57
12.08
13.54
12.85
13.33
11.11
9.45
11.48
10.0
12.5
11.46
10.76
11.25
9.03
11.48
10.0
12.5
11.46
10.76
11.25
9.03
12.04
13.5
12.8
13.29
11.07
13.06
12.01
11.32
11.81
9.58
13.82
12.08
12.78
13.26
11.04
12.57
10.35
10.83
10.0
10.0
12.04
10.56
13.06
12.01
11.32
11.81
9.58
7.92
9.95
8.47
10.97
9.93
9.24
9.72
7.5
9.95
8.47
10.97
9.93
9.24
9.72
7.5
10.51
13.01
11.97
11.27
11.76
9.54
11.53
10.49
9.79
10.28
8.06
12.99
12.29
12.78
10.56
11.25
11.74
9.51
11.04
8.82
9.31
7.92
9.95
8.47
10.97
9.93
9.24
9.72
7.5
9.95
8.47
10.97
9.93
9.24
9.72
7.5
10.51
13.01
11.97
11.27
11.76
9.54
11.53
10.49
9.79
10.28
8.06
12.99
12.29
12.78
10.56
11.25
11.74
9.51
11.04
8.82
9.31
13.23
13.79
12.81
13.79
12.81
13.37
7.87
6.39
8.89
7.85
13.4
7.15
7.64
5.42
8.43
10.93
9.89
9.19
9.68
7.45
9.45
8.4
7.71
8.2
5.97
10.9
10.21
10.7
8.47
9.17
9.65
7.43
12.99
8.96
6.74
7.22
8.43
10.93
9.89
9.19
9.68
7.45
9.45
8.4
7.71
8.2
5.97
10.9
10.21
10.7
8.47
9.17
9.65
7.43
12.99
8.96
6.74
7.22
11.48
10.44
9.75
10.23
8.01
12.94
12.25
12.73
10.51
11.21
11.69
9.47
11.0
8.77
9.26
11.46
10.76
11.25
9.03
9.72
10.21
7.99
13.54
9.51
7.29
7.78
12.22
12.71
10.49
12.01
9.79
10.28
10.97
8.75
9.24
8.54
13.61
13.61
13.2
13.61
13.61
13.2
11.53
13.57
12.08
13.54
12.85
13.33
11.11
13.57
12.08
13.54
12.85
13.33
11.11
13.15
13.4
13.89
11.67
13.13
12.43
12.92
13.61
13.2
13.2
13.75
13.75
12.08
12.64
13.4
13.89
11.67
12.64
13.4
13.89
11.67
13.71
12.22
13.68
12.99
13.47
12.08
12.64
13.4
13.89
11.67
12.64
13.4
13.89
11.67
13.71
12.22
13.68
12.99
13.47
12.04
10.56
13.06
12.01
11.32
11.81
9.58
12.59
13.36
13.84
11.62
13.61
12.57
11.88
12.36
10.14
12.64
13.33
13.82
11.6
13.13
10.9
11.39
12.59
13.36
13.84
11.62
13.61
12.57
11.88
12.36
10.14
12.64
13.33
13.82
11.6
13.13
10.9
11.39
12.18
13.64
12.94
13.43
13.2
13.89
12.15
13.68
11.46
11.95
12.92
13.4
12.71
12.92
13.47
12.5
13.47
12.5
13.06
13.82
13.47
13.47
13.06
11.39
13.43
11.95
13.4
12.71
13.2
10.97
13.43
11.95
13.4
12.71
13.2
10.97
13.01
13.26
13.75
11.53
12.99
12.29
12.78
11.39
13.43
11.95
13.4
12.71
13.2
10.97
13.43
11.95
13.4
12.71
13.2
10.97
13.01
13.26
13.75
11.53
12.99
12.29
12.78
11.34
9.86
12.36
11.32
10.63
11.11
8.89
11.9
13.36
12.66
13.15
10.93
12.92
11.88
11.18
11.67
9.45
13.68
11.95
12.64
13.13
10.9
12.43
10.21
10.7
11.9
13.36
12.66
13.15
10.93
12.92
11.88
11.18
11.67
9.45
13.68
11.95
12.64
13.13
10.9
12.43
10.21
10.7
13.22
13.71
11.48
12.94
12.25
12.73
12.5
13.2
13.68
11.46
12.99
10.76
11.25
13.26
13.75
12.22
12.71
12.01
13.47
13.06
13.06
13.61
13.47
13.06
13.06
13.61
13.43
11.95
13.4
12.71
13.2
10.97
13.01
13.26
13.75
11.53
12.99
12.29
12.78
13.01
13.26
13.75
11.53
12.99
12.29
12.78
13.57
13.54
12.85
13.33
11.95
12.5
13.26
13.75
11.53
12.5
13.26
13.75
11.53
13.57
13.82
12.08
13.54
12.85
13.33
11.9
10.42
12.92
11.88
11.18
11.67
9.45
12.46
13.22
13.71
11.48
13.47
12.43
11.74
12.22
10.0
12.5
13.2
13.68
11.46
12.99
10.76
11.25
12.46
13.22
13.71
11.48
13.47
12.43
11.74
12.22
10.0
12.5
13.2
13.68
11.46
12.99
10.76
11.25
13.77
12.04
13.5
12.8
13.29
13.06
13.75
12.01
13.54
11.32
11.81
13.82
12.78
13.26
12.57
11.9
10.42
12.92
11.88
11.18
11.67
9.45
12.46
13.22
13.71
11.48
13.47
12.43
11.74
12.22
10.0
12.5
13.2
13.68
11.46
12.99
10.76
11.25
12.46
13.22
13.71
11.48
13.47
12.43
11.74
12.22
10.0
12.5
13.2
13.68
11.46
12.99
10.76
11.25
13.77
12.04
13.5
12.8
13.29
13.06
13.75
12.01
13.54
11.32
11.81
13.82
12.78
13.26
12.57
10.37
12.87
11.83
11.14
11.62
9.4
11.39
10.35
9.65
10.14
7.92
12.85
12.15
12.64
10.42
11.11
11.6
9.38
10.9
8.68
9.17
13.43
12.39
11.69
12.18
9.95
12.46
13.15
13.64
11.41
12.94
10.72
11.21
13.4
12.71
13.2
10.97
11.67
12.15
9.93
11.46
9.24
9.72
12.43
11.74
12.22
12.92
10.7
11.18
10.49
13.43
12.39
11.69
12.18
9.95
12.46
13.15
13.64
11.41
12.94
10.72
11.21
13.4
12.71
13.2
10.97
11.67
12.15
9.93
11.46
9.24
