Duration (hours)
9.34
9.51
8.13
9.54
9.31
9.26
9.75
9.45
9.45
9.38
9.58
9.68
9.31
12.61
11.46
11.46
7.94
9.96
11.62
11.7
11.53
12.04
9.34
8.13
12.99
9.54
9.51
9.31
8.06
13.54
13.54
11.29
13.32
9.96
9.26
13.43
13.61
13.5
10.83
9.58
13.23
12.81
9.19
9.17
13.22
11.93
9.19
10.97
13.64
13.82
13.47
10.21
13.2
8.68
