Distance
156.47
171.45999999999998
170.29000000000002
178.66
178.14
175.89999999999998
182.57999999999998
159.57
138.63
173.37
204.37
174.94
146.2
185.57
187.3
153.23999999999998
201.57000000000002
221.77
135.41
138.38
138.39
181.04
197.11
175.51999999999998
151.09
160.63
190.62
180.47
170.81
118.28999999999999
194.84
153.17
132.16
181.57
158.39999999999998
178.90999999999997
129.07
150.06
169.51999999999998
164.48000000000002
159.42
189.21
193.21999999999997
206.22
75.69
170.29000000000002
150.85
172.34
198.34
186.83
