Demand
30.0
86.0
40.0
90.25
29.0
38.0
14.0
43.2
28.5
56.0
70.0
59.0
68.0
44.0
73.2
58.5
86.0
100.0
69.0
78.0
54.0
83.2
68.5
96.0
67.0
43.0
72.2
57.5
85.0
52.0
81.2
66.5
94.0
57.2
42.5
70.0
71.7
99.2
84.5
99.0
84.0
98.5
97.0
73.0
87.5
82.0
96.5
87.2
72.5
100.0
83.0
97.5
92.0
97.2
82.5
81.0
95.5
86.2
71.5
99.0
95.2
80.5
85.7
98.5
