Route Number,Sailed
19,1.0
20,3.0
35,2.0
53,1.0
61,3.0
67,2.0
85,1.0
149,1.0
212,1.0
215,1.0
515,1.0
516,1.0
552,1.0
593,1.0
639,1.0
644,2.0
732,2.0
733,1.0
735,1.0
