Route Number,Sailed
8,2.0
219,2.0
443,2.0
499,1.0
764,2.0
1054,1.0
1181,1.0
2573,1.0
3745,1.0
4806,1.0
4819,2.0
4823,1.0
4834,1.0
5395,2.0
